Title,Brand,Price,Discount,Stock Status,Rating,Social Proof,URL
(Refurbished) HP Smart Tank 589 All-in-one WiFi Colour Printer (Upto 6000 Black and 6000 Colour Pages In,Visit the Amazon Renewed Store,Discount not found,"11,499",Stock info not found,2.1  2.1 out of 5 stars  (7),,https://www.amazon.in/Refurbished-HP-Smart-Colour-Printer/dp/B0BYSYYQQ4
"LENVII Thermal Label Printer,4x6 Shipping Label Printer,Small Busines Direct Thermal Printer,Desktop Barcode Printer for with Amazon,FK, Shopify, Etsy, UPS, USPS, FedEx, DHL,Compatible Win & Mac","Visit the store, LENVII    LENVII   Visit the store",Discount not found,"6,750",Stock info not found,Rating not found,,https://www.amazon.in/LENVII-LV-480-Shipping-Compatible-Packages/dp/B0BQF2WYG5
"Print Star KYOCERA M2040 ADF Hinges Compatible with KYOCERA M2040, M2540, M2640 Printers",Visit the Print Star Store,Discount not found,Price not found,Stock info not found,5.0  5.0 out of 5 stars,,https://www.amazon.in/Print-Star-M2040-Compatible-Printers/dp/B0BVZRT3X3
Canon MG2570S Multi-Function Inkjet Colour Printer (Black),"Visit the store, Canon    Canon   Visit the store",Discount not found,"13,499",Stock info not found,Rating not found,,https://www.amazon.in/Canon-MG2570S-Multi-Function-Inkjet-Printer/dp/B013K75AJU
SHREYANS SRS406T Label Barcode Printer (Thermal Transfer + Direct Thermal) Compatible with Bar Tender Lite | for use in Industries Shops Warehouse Shipping Labels Retail Stores Medical Shops,"Visit the store, SHREYANS    SHREYANS   Visit the store","₹14,999","10,499",In stock,Rating not found,,https://www.amazon.in/SHREYANS-Compatible-Certified-Industries-Warehouse/dp/B0C6Y964XT
TVS MSP 250 Monochrome Dot Matrix Printer,Visit the TVS Store,Discount not found,Price not found,Stock info not found,3.7  3.7 out of 5 stars,,https://www.amazon.in/Tvs-MSP-250-Monochrome-Printer/dp/B00O1ZCXFU
Brother MFC L2701D Multi-Function Monochrome Laser Printer with Auto Duplex Printing,Visit the Brother Store,"₹24,490","20,099",In stock,3.6  3.6 out of 5 stars,,https://www.amazon.in/Brother-MFC-L2701D-Monochrome-Multifunction-Printer/dp/B00WS2YBTY
Canon Selphy SCP1000 Photo Printer (White),Visit the Canon Store,Discount not found,Price not found,Stock info not found,4.1  4.1 out of 5 stars,,https://www.amazon.in/Canon-Selphy-SCP1000-Photo-Printer/dp/B00W9WZADY
"Zebra ZD220t Thermal Transfer Desktop Printer for Labels,Barcodes, Tags, and Wrist Band Printing 4 Inch Width & 4”/sec Print Speed (ZD22042-T0GG00EZ, BIS 2020 Model)",Visit the Zebra Store,"₹20,500","13,769",Available to ship in 1-2 days,3.4  3.4 out of 5 stars  (38),,https://www.amazon.in/Zebra-ZD220t-Thermal-Transfer-Barcodes-Printing-ZD22042-T0GG00EZ/dp/B08RN4YNW1
Canon CANOSCAN LIDE 400 Color Flatbed Scanner,"Visit the store, Canon    Canon   Visit the store",Discount not found,"13,499",Stock info not found,Rating not found,,https://www.amazon.in/Canon-CANOSCAN-LIDE-400-Flatbed/dp/B07G13HG3V
Technobits Control Panel Cable for HP DeskJet GT-5810 GT-5820 Printer (10 Pin 179 MM) Printer (Pack of 1),,Discount not found,Price not found,Stock info not found,4.0  4.0 out of 5 stars  (12),,https://www.amazon.in/Technobits-Control-DeskJet-GT-5810-GT-5820/dp/B09PL8SVTL
"HP Ink Advantage Ultra 4829 Print, Copy, Scan, Self Reset Dual Band WiFi, 2 Sets of Inbox Cartridges, Smart App Setup B&W Prints",Visit the HP Store,Discount not found,"13,699",Stock info not found,3.6  3.6 out of 5 stars  (3),,https://www.amazon.in/HP-Advantage-Ultra-Cartridges-Prints/dp/B0C2VXZLKT
Ek Rag BTS Characters Bucket Hat - BT21 BTS Logo Print,,₹999,349,In stock,Rating not found,,https://www.amazon.in/Ek-Rag-BTS-Characters-Bucket/dp/B0CF9CPWVG
"(Refurbished) HP INK TANK 315 COLOR PRINTER, SCANNER, & COPIER WITH HIGH CAPACITY TANK FOR HOME, B&W PRINTS AT 10",Visit the Amazon Renewed Store,Discount not found,Price not found,Stock info not found,2.5  2.5 out of 5 stars  (5),,https://www.amazon.in/Renewed-HP-INK-TANK-CAPACITY/dp/B0BDY1Y6HH
"CPS Head Cable Set Comptiable For Epson L380 L210 Printer, White",,₹125,120,In stock,3.4  3.4 out of 5 stars  (57),,https://www.amazon.in/CPS-Head-Cable-EPSON-Printer/dp/B08RZC5Z7P
Alifiya Dust Proof Washable Printer Cover for HP LaserJet Pro MFP M126nw - Blue,Visit the ALIFIYA Store,₹499,289,In stock,4.1  4.1 out of 5 stars  (146),,https://www.amazon.in/Alifiya-LaserJet-Pro-MFP-M126nw/dp/B078SW32QW
(Refurbished) Canon Pixma TS307 Single Function Wireless Inkjet Colour Printer (Black),Visit the Amazon Renewed Store,Discount not found,"5,899",Stock info not found,3.3  3.3 out of 5 stars  (26),,https://www.amazon.in/CERTIFIED-REFURBISHED-Canon-Function-Wireless/dp/B07JW1L59K
"Phomemo M110 Label Maker, Portable Label Sticker Barcode Printer for Ingredient, Clothing, Address for Mailing,PhotoLogo, Jewelry, Retail, Office, Home, Print Black on White, for iOS & Android",Visit the Phomemo Store,"₹9,900","6,999",In stock,4.3  4.3 out of 5 stars  (506),,https://www.amazon.in/Phomemo-Portable-Thermal-Label-Maker/dp/B08CZDJBJN
epson EcoTank Monochrome M1180 Wi-Fi InkTank Printer,Visit the Epson Store,"₹20,999","20,249",Only 1 left in stock.,5.0  5.0 out of 5 stars  (1),,https://www.amazon.in/EPSON-EcoTank-Monochrome-InkTank-Printer/dp/B07TT3CKK8
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
JT SEIBEN XP320M Heavy Duty 80mm Bluetooth + USB Thermal Printer with Auto Cutter,,"₹9,000","5,499",In stock,3.8  3.8 out of 5 stars  (205),,https://www.amazon.in/JT-XP320MBT-Bluetooth-Thermal-Printer/dp/B08ZCQCX5H
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"BluPrints P2000, 3 inch Thermal Reciept Printer, Bluetooth Compatible with Windows & Android -2000mAH Battery | Wireless Mini Portable Printer|FBA",Visit the BLUPRINTS INNOVATIONS IN BUSINESS MOBILITY Store,Discount not found,Price not found,Stock info not found,3.3  3.3 out of 5 stars,,https://www.amazon.in/Bluprints-80mmThermal-Connectivity-Bluetooth-Compatible/dp/B0BBS2SZNV
Forza Horizon 3,,"₹3,999","3,499",In stock,Rating not found,,https://www.amazon.in/Microsoft-Forza-Horizon-PS7-00001-Xbox/dp/B01GW3LRD2
"Epson Tm-M30 (USB+Ethernet Pos Monochrome Wired Home Inkjet Printers), Black",Visit the Epson Store,"₹19,999","16,990",In stock,3.0  3.0 out of 5 stars  (7),,https://www.amazon.in/Epson-TM-m30-Box-Printer-Black/dp/B07GDZBMBB
"Epson Wireless Ecotank L4260 A4 Wi-Fi Duplex All-in-One Ink Tank Color LED Printers, Black",Visit the Epson Store,Discount not found,"16,499",Stock info not found,Rating not found,,https://www.amazon.in/Epson-EcoTank-Duplex-Printer-Bottle/dp/B0CKT8G2F7
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"(Refurbished) HP Deskjet Plus Ink Advantage 6075 WiFi Colour Printer, Scanner and Copier for Home/Small",Visit the Amazon Renewed Store,Discount not found,Price not found,Stock info not found,4.0  4.0 out of 5 stars,,https://www.amazon.in/HP-Advantage-Printing-Automatic-Double-Sided/dp/B0BGCQGLB2
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"HP Laserjet Tank MFP 2606sdw, Wireless, Print, Copy, Scan, 40-Sheet ADF, Hi-Speed USB 2.0, Ethernet,",Visit the HP Store,Discount not found,"19,499",Stock info not found,5.0  5.0 out of 5 stars  (2),,https://www.amazon.in/HP-Laserjet-2606sdw-Duplex-Printer/dp/B0BBZWXXSN
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
CPS CCD Scanner Cable replacement for Canon 3010 4450 4820 (FK3-1160) 12 Pin 647mm,,Discount not found,Price not found,Stock info not found,3.7  3.7 out of 5 stars  (14),,https://www.amazon.in/CPS-Scanner-Cable-Replacement-FK3-1160/dp/B08R92V3DJ
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Yukonics-Control Panel Sticker for H-P Laserjet M1005MFP,,Discount not found,Price not found,Stock info not found,3.7  3.7 out of 5 stars  (7),,https://www.amazon.in/ICONS-HP-Laserjet-M1005MFP-Control-No-9999759902/dp/B07J12MMHY
Epson FX-2175II Impact Printer,Visit the Epson Store,"₹30,300","27,549",Only 2 left in stock.,3.4  3.4 out of 5 stars  (16),,https://www.amazon.in/Epson-FX-2175II-Dot-Matrix-Printer/dp/B005VQWSEE
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"HP Sprocket Portable 2X3"" Instant Wireless Photo Color LED Printers (Lilac) Print Pictures On Zink Sticky-Backed Paper From You, Gray",Visit the HP Store,Discount not found,Price not found,Stock info not found,4.5  4.5 out of 5 stars,,https://www.amazon.in/HP-Sprocket-Instant-Printer-1AS91A/dp/B07JM42QDX
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
DIVYE 58MM Wireless Portable Bluetooth Thermal Receipt Printer Machine for Windows Android iOS Thermal Receipt Printer,"Visit the store, DIVYE    DIVYE   Visit the store","₹8,999","5,570",In stock,Rating not found,,https://www.amazon.in/DIVYE-Wireless-Portable-Bluetooth-Thermal/dp/B09GVY3W1F
"LENVII LV-390 Thermal Label Printer Barcode Printer,150mm/s 4x6 Desktop Thermal Label Maker Printer for Shipping Packages, Business, FedEx, Shopify, Amazon,Compatible with Windows & Mac","Visit the store, LENVII    LENVII   Visit the store",Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/LENVII-LV-390-Shipping-Packages-Compatible/dp/B0BGL8HLY3
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"Print Star Clutch Drive Gear, Feeder Gear Compatible with HP Laserjet 1020+,1010,1012,1015,1018,1020,3015,3020,3030,m1005, Canon LBP2900,LBP3000.4320,4350 Printer (Pack of 1)",Visit the Print Star Store,₹399,195,In stock,,,https://www.amazon.in/Print-Star-Compatible-Laserjet-LBP3000-4320/dp/B09W5Y3HT3
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
HipponixTech Top Cover for Hp LaserJet 1018/1020 /1020 Plus (White),,Discount not found,Price not found,Stock info not found,4.2  4.2 out of 5 stars  (6),,https://www.amazon.in/HipponixTech-Hp-Laserjet-1018-1020/dp/B0BZP9KF4S
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"(Refurbished) Canon PIXMA GM4070 All in One (Print, Scan, Copy) Inktank Monochrome Printer (Black 6000 Prints) with ADF and Auto Duplex Printing (Print Speed- Black 13.0 ipm)",Visit the Amazon Renewed Store,Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/Refurbished-Canon-Inktank-Monochrome-Printing/dp/B0CK6R9TYL
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
(Refurbished) Brother DCP-B7500D Multi-Function Centre with Automatic 2-Sided Printing,Visit the Amazon Renewed Store,Discount not found,Price not found,Stock info not found,3.7  3.7 out of 5 stars,,https://www.amazon.in/Brother-DCP-B7500D-Multi-Function-Automatic-Printing/dp/B07L97CMC4
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"PANTUM M7102DN Laser MFP (Black and White) with ADF,Duplex and Network",,Discount not found,569,Stock info not found,3.7  3.7 out of 5 stars  (33),,https://www.amazon.in/Pantum-M7102DN-Laserjet-Black-White/dp/B07HKFKNDJ
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Print Star Printer Side Cover Set Compatible with HP Laserjet 1020 with Accurate Fitting,"Visit the store, Print Star    Print Star   Visit the store","₹1,199",675,In stock,Rating not found,,https://www.amazon.in/Print-Star-Compatible-Laserjet-Accurate/dp/B09THDCB47
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
